"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"5/05/2015","Games Of Berkeley","Games of Berkeley BERKELEY CA05/04","54.68","debit","Amusement","CHASE COLLEGE","",""
"5/05/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA447483  05/04","29.01","debit","Groceries","CHASE COLLEGE","",""
"5/04/2015","Sairoong Thai","SAIROONG THAI EL CERRITO CA05/01","22.98","debit","Restaurants","CHASE COLLEGE","",""
"5/03/2015","Safeway","SAFEWAY  STORE00006767","34.43","debit","Groceries","CREDIT CARD","",""
"5/02/2015","Quickly","QUICKLY EL CERRITO CA US","3.58","debit","Uncategorized","Snacks","",""
"5/01/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA192493  05/01","9.62","debit","Groceries","CHASE COLLEGE","",""
"5/01/2015","Zenpayroll Con Ppd","ZENPAYROLL       CON 736295PPD ID: 1453942850","180.00","credit","Paycheck","CHASE COLLEGE","",""
"4/30/2015","Amazon","Amazon.com AMZN.COM/BILL WA04/30","20.79","debit","Shopping","CHASE COLLEGE","",""
"4/29/2015","Office Depot","OFFICE DEPOT 00 1000 G BERKLEY CA    342803  04/29","27.36","debit","Office Supplies","CHASE COLLEGE","",""
"4/29/2015","Bountify Ca","BOUNTIFY.CO 510-333-1240 CA04/28","6.99","debit","Uncategorized","CHASE COLLEGE","",""
"4/28/2015","Internet Transfer Interest","Internet transfer from Interest Checking account XXXXXX4453","1.00","credit","Interest Income","Groceries","",""
"4/28/2015","Internet Transfer Interest","Internet transfer from Interest Checking account XXXXXX4453","1.00","credit","Interest Income","Taxes","",""
"4/28/2015","Internet Transfer Interest","Internet transfer from Interest Checking account XXXXXX4453","1.00","credit","Interest Income","Rent","",""
"4/28/2015","Internet Transfer Interest","Internet transfer from Interest Checking account XXXXXX4453","1.00","credit","Interest Income","Income","",""
"4/28/2015","Internet Transfer Interest","Internet transfer from Interest Checking account XXXXXX4453","1.00","credit","Interest Income","Luxuries","",""
"4/28/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX5303","1.00","debit","Transfer","Snacks","",""
"4/28/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX5295","1.00","debit","Transfer","Snacks","",""
"4/28/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX5311","1.00","debit","Transfer","Snacks","",""
"4/28/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX5329","1.00","debit","Transfer","Snacks","",""
"4/28/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX5337","1.00","debit","Transfer","Snacks","",""
"4/28/2015","Walgreens","WALGREENS BERKELEY CA US","2.38","debit","Pharmacy","Snacks","",""
"4/27/2015","USPS","USPS 0506430053/1191 S ALBANY CA163486  04/27","30.15","debit","Shipping","CHASE COLLEGE","",""
"4/27/2015","Elevation Brewing C","ELEVATION 66 BREWING C EL CERRITO CA         04/26","42.16","debit","Uncategorized","CHASE COLLEGE","",""
"4/27/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA169923  04/25","22.67","debit","Groceries","CHASE COLLEGE","",""
"4/25/2015","Chipotle","CHIPOTLE 0231 BERKELEY CA US","11.22","debit","Fast Food","Restaurants","",""
"4/24/2015","Stripe Transfer Ccd","STRIPE           TRANSFERCCD ID: WFMSTRIPE1","23.00","credit","Transfer","CHASE COLLEGE","",""
"4/23/2015","Wing Stop","WINGSTOP #477 EL CERRITO CA US","12.09","debit","Restaurants","Restaurants","",""
"4/23/2015","Dollar Tree","DOLLARTREE BERKELEY CA US","6.24","debit","Shopping","Restaurants","",""
"4/22/2015","Ci Berkeley Shattuc","CI OF BERKELEY SHATTUC BERKELEY CA US","0.75","debit","Parking","Restaurants","",""
"4/22/2015","Steam Games","STEAMGAMES.COM 425-952-2985 WA04/21","9.99","debit","Entertainment","CHASE COLLEGE","",""
"4/21/2015","Or Supply Order","CHECK OR SUPPLY  ORDERPPD ID: 1410216800","23.95","debit","Uncategorized","CHASE COLLEGE","",""
"4/21/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","28.60","debit","Groceries","Restaurants","",""
"4/21/2015","Chipotle","CHIPOTLE 0231 BERKELEY CA US","58.10","debit","Fast Food","Restaurants","",""
"4/20/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/18","7.99","debit","Shopping","CHASE COLLEGE","",""
"4/20/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        04/18","9.99","debit","Shopping","CHASE COLLEGE","",""
"4/20/2015","Vanceza Com Dc","VANCEZA.COM 5135495690 DC04/17","16.60","debit","Uncategorized","CHASE COLLEGE","",""
"4/20/2015","Lulu Press","LULU PRESS INC 919-459-5858 NC04/17","20.59","debit","Printing","CHASE COLLEGE","",""
"4/20/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA768593  04/19","32.26","debit","Groceries","CHASE COLLEGE","",""
"4/20/2015","Amazon","Amazon.com AMZN.COM/BILL WA04/20","59.76","debit","Shopping","CHASE COLLEGE","",""
"4/20/2015","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    732883  04/19","6.11","debit","Pharmacy","CHASE COLLEGE","",""
"4/20/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA823527  04/19","31.12","debit","Groceries","CHASE COLLEGE","",""
"4/20/2015","Interest Paid","Interest Paid","0.03","credit","Interest Income","Restaurants","",""
"4/17/2015","7-Eleven","7-ELEVEN BERKELEY CA04/17","3.49","debit","Fast Food","CHASE COLLEGE","",""
"4/17/2015","Vanceza Com Dc","VANCEZA.COM 5135495690 DC04/16","4.01","debit","Uncategorized","CHASE COLLEGE","",""
"4/17/2015","Vanceza Com Dc","VANCEZA.COM 5135495690 DC04/16","4.01","debit","Uncategorized","CHASE COLLEGE","",""
"4/17/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX4453","50.00","debit","Transfer","Restaurants","",""
"4/17/2015","Internet Transfer Interest","Internet transfer to Interest Checking account XXXXXX4461","50.00","debit","Transfer","Restaurants","",""
"4/15/2015","7-Eleven","7-ELEVEN BERKELEY CA04/14","2.18","debit","Fast Food","CHASE COLLEGE","",""
"4/15/2015","Little Caesars","LITTLE CAESARS 1403 000 BERKELEYCA          04/14","4.35","debit","Restaurants","CHASE COLLEGE","",""
"4/14/2015","PayPal","WOO RI BAE       IAT PAYPAL J222224KCQU5J   WEB ID: 770510487C","14.99","debit","Shopping","CHASE COLLEGE","",""
"4/14/2015","Check 1001","Check Paid #1001","355.51","debit","Check","Restaurants","",""
"4/13/2015","Woo Ri Bae","Payment To WOO RI BAE","14.99","debit","Uncategorized","PayPal Account","",""
"4/13/2015","Wing Stop","WINGSTOP #477 EL CERRITO CA04/11","12.09","debit","Restaurants","CHASE COLLEGE","",""
"4/13/2015","Pastime Hardware","PASTIME HARDWARE EL CERRITO CA539033  04/11","7.69","debit","Home Improvement","CHASE COLLEGE","",""
"4/13/2015","Zebra","ZEBRA INC BERKELEY CA953049  04/11","175.37","debit","Uncategorized","CHASE COLLEGE","",""
"4/13/2015","Chase","Chase QuickPay Electronic Transfer 4561804377 to Eric Swanson","709.00","debit","Doctor","CHASE COLLEGE","",""
"4/13/2015","PayPal","PAYPAL           INST XFER  LONDONTRUST     WEB ID: PAYPALSI77","6.95","debit","Shopping","CHASE COLLEGE","",""
"4/13/2015","7-Eleven","7-ELEVEN ALBANY CA04/13","3.15","debit","Fast Food","CHASE COLLEGE","",""
"4/13/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA670885  04/13","3.49","debit","Groceries","CHASE COLLEGE","",""
"4/11/2015","Mealsquares Llc Ca","MEALSQUARES LLC 4153362052 CA US","90.00","debit","Uncategorized","Restaurants","",""
"4/10/2015","Recurring London Trust","Recurring payment To London Trust Media Inc.","6.95","debit","Uncategorized","PayPal Account","",""
"4/10/2015","Transfer to CREDIT CARD","Payment to Chase card ending in5724","279.83","debit","Credit Card Payment","CHASE COLLEGE","",""
"4/10/2015","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        04/10","59.15","debit","Mobile Phone","CHASE COLLEGE","",""
"4/10/2015","PayPal","PAYPAL           INST XFER  PAULFCHRIST     WEB ID: PAYPALSI77","30.00","debit","Shopping","CHASE COLLEGE","",""
"4/10/2015","Transfer from CHASE COLLEGE","Payment Thank You - Web","279.83","credit","Credit Card Payment","CREDIT CARD","",""
"4/10/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","7.97","debit","Groceries","Restaurants","",""
"4/10/2015","7-Eleven","7-ELEVEN ALBANY CA US","1.86","debit","Fast Food","Restaurants","",""
"4/09/2015","For Paul","Payment For Paul Christiano","30.00","debit","Uncategorized","PayPal Account","",""
"4/08/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","19.67","debit","Groceries","Restaurants","",""
"4/08/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","15.16","debit","Groceries","Restaurants","",""
"4/07/2015","Walgreens","WALGREENS BERKELEY CA US","2.23","debit","Pharmacy","Restaurants","",""
"4/07/2015","PayPal","PAYPAL           INST XFER  PRGMRCOMINC     WEB ID: PAYPALSI77","132.00","debit","Shopping","CHASE COLLEGE","",""
"4/07/2015","Transfer from Puertorico","ALLY BANK        P2P        ZACHARY A VANCE WEB ID: 1770527921","280.00","credit","Transfer","CHASE COLLEGE","",""
"4/06/2015","Kims Cafe Sandwich","KIMS CAFE & SANDWICH ALBANY CA US","7.00","debit","Restaurants","Restaurants","",""
"4/06/2015","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"4/06/2015","Deposit Id Number","DEPOSIT  ID NUMBER 247782","1643.60","credit","Income","CHASE COLLEGE","",""
"4/06/2015","Prgmr Com","Payment To Prgmr.com Inc","132.00","debit","Uncategorized","PayPal Account","",""
"4/06/2015","Transfer to CHASE COLLEGE","Requested transfer to ZACHARY A VANCE (J.P. MORGAN CHASE BAN","280.00","debit","Transfer","Restaurants","",""
"4/06/2015","Lucky","LUCKY #709 EL CERRIT EL CERRITO CA US","5.98","debit","Groceries","Restaurants","",""
"4/03/2015","Ally Bank P","ALLY BANK        P2P        ZACHARY A VANCE WEB ID: 1770527921","100.00","credit","Income","CHASE COLLEGE","",""
"4/03/2015","Office De Gilman","OFFICE DE 1000 GILMAN BERKLEY CA US","10.95","debit","Uncategorized","Restaurants","",""
"4/03/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA US","14.48","debit","Groceries","Restaurants","",""
"4/02/2015","Bank America P","BANK OF AMERICA P2P","1000.00","credit","Income","Restaurants","",""
"4/02/2015","Transfer to CHASE COLLEGE","Requested transfer to ZACHARY A VANCE (J.P. MORGAN CHASE BAN","100.00","debit","Transfer","Restaurants","",""
"4/01/2015","Jpmorgan Chase Ext","JPMorgan Chase Ext Trnsfr~ Future Amount: 150 ~ Tran: DDIR","150.00","credit","Transfer","Restaurants","",""
"3/31/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/30","11.87","debit","Shopping","CHASE COLLEGE","",""
"3/31/2015","Contactlens","CONTACTLENS6043046444","46.16","credit","Credit Card Payment","CREDIT CARD","",""
"3/30/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/30","57.18","debit","Shopping","CHASE COLLEGE","",""
"3/30/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/28","15.66","debit","Shopping","CHASE COLLEGE","",""
"3/30/2015","Online Transfer Pu","Online Transfer 4531989376 to Puertorico ######5319 transaction","150.00","debit","Transfer","CHASE COLLEGE","",""
"3/27/2015","Shell","SHELL Service Station BERKELEY CA    014716  03/27","29.35","debit","Gas & Fuel","CHASE COLLEGE","",""
"3/25/2015","Domino's Pizza","DOMINO'S 7902 510-222-9025 CA03/25","15.90","debit","Fast Food","CHASE COLLEGE","",""
"3/23/2015","PayPal","PAYPAL           INST XFER  1DOLLARSCAN     WEB ID: PAYPALSI77","101.35","debit","Shopping","CHASE COLLEGE","",""
"3/23/2015","Lucky","LUCKY #709.EL CERRITO EL CERRITOCA  499044  03/21","31.50","debit","Groceries","CHASE COLLEGE","",""
"3/23/2015","Target","TARGET T1 TARGET T1926 ALBANY CA03/22","62.39","debit","Shopping","CHASE COLLEGE","",""
"3/20/2015","Zlibro","Payment To zLibro","114.40","debit","Uncategorized","PayPal Account","",""
"3/20/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA377693  03/20","17.72","debit","Groceries","CHASE COLLEGE","",""
"3/20/2015","Mealsquares Llc","MEALSQUARES LLC","90.00","debit","Uncategorized","CREDIT CARD","",""
"3/16/2015","ATM Fee","NON-CHASE ATM WITHDRAW556982  03/159996 SAN","3.00","debit","ATM Fee","CHASE COLLEGE","",""
"3/16/2015","ATM Withdrawal","NON-CHASE ATM WITHDRAW556982  03/159996 SAN","100.00","debit","Transfer for Cash Spending","CHASE COLLEGE","",""
"3/16/2015","Netflix","NETFLIX.COM NETFLIX.COM CA03/15","7.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"3/16/2015","ATM Fee","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"3/16/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA840819  03/14","12.44","debit","Groceries","CHASE COLLEGE","",""
"3/15/2015","Beserk","PAYPAL *BESERK","93.99","debit","Uncategorized","CREDIT CARD","",""
"3/13/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA288447  03/12","11.30","debit","Groceries","CHASE COLLEGE","",""
"3/13/2015","Chop Salon","CHOP SALON","130.00","debit","Personal Care","CREDIT CARD","",""
"3/12/2015","Walgreens","WALGREENS 1050 GILMAN BERKELEY CA    451111  03/11","7.22","debit","Pharmacy","CHASE COLLEGE","",""
"3/12/2015","Zenpayroll Contractor Ppd","ZENPAYROLL       CONTRACTORPPD ID: 1453942850","540.00","credit","Paycheck","CHASE COLLEGE","",""
"3/11/2015","Domino's Pizza","DOMINO'S 7902 510-222-9025 CA03/11","18.64","debit","Fast Food","CHASE COLLEGE","",""
"3/10/2015","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        03/10","59.15","debit","Mobile Phone","CHASE COLLEGE","",""
"3/10/2015","Recurring London Trust","Recurring payment To London Trust Media Inc.","6.95","debit","Uncategorized","PayPal Account","",""
"3/09/2015","Tokyo Fish Market","TOKYO FISH MARKET BERKELEY CA810644  03/09","27.53","debit","Food & Dining","CHASE COLLEGE","",""
"3/09/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/08","25.98","debit","Shopping","CHASE COLLEGE","",""
"3/09/2015","Domino's Pizza","DOMINO'S 7902 510-222-9025 CA03/07","15.10","debit","Fast Food","CHASE COLLEGE","",""
"3/08/2015","JetBlue","JETBLUE INFLIGHT","12.00","debit","Air Travel","CREDIT CARD","",""
"3/06/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/06","17.43","debit","Shopping","CHASE COLLEGE","",""
"3/06/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        03/06","10.64","debit","Shopping","CHASE COLLEGE","",""
"3/05/2015","Kansas City Life Insurance","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Financial","CHASE COLLEGE","",""
"3/04/2015","Safeway","SAFEWAY  STORE  0676 ALBANY CA475881  03/04","77.33","debit","Groceries","CHASE COLLEGE","",""
"2/27/2015","Amazon","Amazon Services-Kindl 866-321-8851 WA        02/26","15.49","debit","Shopping","CHASE COLLEGE","",""
"2/23/2015","Donation Ratcliffe","Donation To Daniel Ratcliffe","10.00","debit","Charity","PayPal Account","",""
"2/20/2015","Simple Solutions Fl","SIMPLE SOLUTIONS INC 305-668-5151 FL         02/19","36.74","debit","Uncategorized","CHASE COLLEGE","",""
"2/20/2015","Wal-Mart","WM SUPERC Wal-Mart Sup AGUADILLAPR          02/20","24.72","debit","Shopping","CHASE COLLEGE","",""
"2/20/2015","Interest Paid","Interest Paid","0.01","credit","Interest Income","Restaurants","",""
"2/18/2015","Taco Bell","TACO BELL 1730     QPS MAYAGUEZ02/16","5.87","debit","Fast Food","CHASE COLLEGE","",""
"2/18/2015","Taco Bell","TACO BELL 1730     QPS MAYAGUEZ02/16","5.87","debit","Fast Food","CHASE COLLEGE","",""
"2/17/2015","Amazon","AMAZON.COM       Marketplac RO6YK218XP156UW CCD ID: 3215240102","634.95","credit","Shopping","CHASE COLLEGE","",""
"2/17/2015","Amazon","Amazon.com AMZN.COM/BILL WA02/14","59.76","debit","Shopping","CHASE COLLEGE","",""
"2/17/2015","Sam's Club","NON-CHASE ATM WITHDRAW678258  02/16SAM'S CLU","85.00","debit","Shopping","CHASE COLLEGE","",""
"2/17/2015","Netflix","NETFLIX.COM NETFLIX.COM CA02/15","7.99","debit","Movies & DVDs","CHASE COLLEGE","",""
"2/17/2015","Chase Ending In","Payment to Chase card ending in5724","483.99","debit","Uncategorized","CHASE COLLEGE","",""
"2/17/2015","Sears","SEARS ROEBUCK   1935 MAYAGUEZ PR02/15","14.92","debit","Shopping","CHASE COLLEGE","",""
"2/17/2015","Non Chase ATM","NON-CHASE ATM FEE-WITH","2.00","debit","ATM Fee","CHASE COLLEGE","",""
"2/15/2015","Transfer from CHASE COLLEGE","Payment Thank You - Web","483.99","credit","Credit Card Payment","CREDIT CARD","",""
"2/13/2015","Transfer from CHASE COLLEGE","Payment Thank You - Web","450.00","credit","Credit Card Payment","CREDIT CARD","",""
"2/13/2015","Transfer to CREDIT CARD","Payment to Chase card ending in5724","450.00","debit","Credit Card Payment","CHASE COLLEGE","",""
"2/13/2015","Zenpayroll Contractor Ppd","ZENPAYROLL       CONTRACTORPPD ID: 1453942850","948.00","credit","Paycheck","CHASE COLLEGE","",""
"2/13/2015","PayPal","PAYPAL           INST XFER  HONEYCOLOR      WEB ID: PAYPALSI77","29.31","debit","Shopping","CHASE COLLEGE","",""
"2/12/2015","Wal-Mart","WAL-MART #3685 AGUADILLA PR02/12","36.34","debit","Shopping","CHASE COLLEGE","",""
"2/12/2015","Honeycolor Online","Payment To HoneyColor Online","29.31","debit","Uncategorized","PayPal Account","",""
"2/12/2015","Steven Kaas","Payment From Steven Kaas","30.00","credit","Income","PayPal Account","",""
"2/11/2015","Contactlens","CONTACTLENS6043046444","6.96","debit","Uncategorized","CREDIT CARD","",""
"2/11/2015","Check 159","CHECK 159","350.00","debit","Check","CHASE COLLEGE","",""
"2/10/2015","T-Mobile","T-MOBILE RECURRING PM 800-937-8997 WA        02/10","59.02","debit","Mobile Phone","CHASE COLLEGE","",""
"2/09/2015","UPS","UPS*2951021I2AO 800-811-1648 GA02/08","9.32","debit","Shipping","CHASE COLLEGE","",""
"2/09/2015","Transfer from Puertorico","ALLY BANK        P2P        ZACHARY A VANCE WEB ID: 1770527921","100.00","credit","Transfer","CHASE COLLEGE","",""
"2/06/2015","Gandi Uxembourg","GANDI UXEMBOURG02/05","35.00","debit","Uncategorized","CHASE COLLEGE","",""
"2/06/2015","Transfer to CHASE COLLEGE","Requested transfer to ZACHARY A VANCE (J.P. MORGAN CHASE BAN","100.00","debit","Transfer","Restaurants","",""
"2/05/2015","Kansas City Life","KANSAS CITY LIFE INS PREMSPPD ID: 940308260K","15.39","debit","Life Insurance","CHASE COLLEGE","",""
"2/05/2015","Ally Bank P","ALLY BANK        P2P        ZACHARY A VANCE WEB ID: 1770527921","350.00","credit","Income","CHASE COLLEGE","",""
"2/05/2015","Account Maintenance Fee","SERVICE FEE","0.17","debit","Bank Fee","CHASE SAVINGS","",""
"2/04/2015","Transfer to CHASE COLLEGE","Requested transfer to ZACHARY A VANCE (J.P. MORGAN CHASE BAN","350.00","debit","Transfer","Restaurants","",""
